"","�..V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","opp","rid","RISN","Q_TotalDuration","isNew","viga","eid","V","uig","cintid","ProjectToken","Field","gc","term","LS","Q35","MascotSupport_1","MascotSupport_2","MascotSupport_3","MascotSupport_4","MascotSupport_5","MascotSupport2_1","MascotSupport2_2","MascotSupport2_3","MascotSupport2_4","MascotSupport2_5","MascotSupport2_6","MascotSupport2_7","MascotSupport2_8","MascotSupport2_9","MascotSupport2_10","Invis1_1","Invis1_2","Invis1_3","Invis2_1","Invis2_2","Invis2_3","Invis2_4","Invis2_5","Invis3_1","Invis3_2","Invis3_3","Invis3_4","Invis3_5","Invis3_6","Invis3_7","Invis3_8","Invis3_9","Invis4_1","Invis4_2","Invis4_3","Invis4_4","Invis4_5","Invis4_6","Invis4_7","Invis5_1","Invis5_2","Invis5_3","Invis5_4","Invis5_5","Invis5_6","Invis5_7","Invis5_8","Invis5_9","Invis5_10","Invis5_11","Invis5_12","Invis5_13","Invis6_1","Invis6_2","Invis6_3","Invis6_4","Invis6_5","Invis6_6","Invis6_7","Invis6_8","Invis6_9","Invis6_10","Identity1_1","Identity1_2","Identity1_3","Identity1_4","Identity1_5","Identity1_6","Identity1_7","Identity2_1","Identity2_2","Identity2_3","Identity2_4","Identity3_1","Identity3_2","Identity3_3","Identity3_4","Identity4_1","Identity4_2","Identity4_3","Identity4_4","Identity5_1","Identity5_2","Identity6_1","Identity6_2","Identity6_3","Identity6_4","Identity7_1","Identity7_2","Identity7_3","Identity7_4","Identity7_5","Identity7_6","Identity7_7","Identity8_1","Identity8_2","Identity8_3","Identity8_4","Identity8_5","Identity8_6","Identity8_7","Identity9_1","Identity9_2","Identity9_3","Identity9_4","Identity9_5","Identity9_6","Identity9_7","Identity9_8","Identity9_9","Identity9_10","Identity9_11","Identity9_12","Identity9_13","Identity9_14","Identity9_15","Identity9_16","Identity9_17","Q29","Q29_TEXT","Q30","Q37","Q31","Q32","Q33","Q34","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_7_TEXT","Q26","Tribe","X","ValidResponse","Q28","Q42","Q24","Q25","Q18","Q19","Q20","Q21","Q27","Q40","Q22","Q23","Q38","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","FilterOut","filter_."
"351","R_1ZGPiTvtS7s6y0F","Default Response Set","Anonymous",NA,NA,"73.140.234.209",0,"9/25/2019 14:00","9/25/2019 14:16",1,"Qual2790-0826NativeAmerican2","5d8bc767-3f65-2d58-d01b-b9a6fab7f13c",NA,947,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,5,7,7,6,2,6,6,4,6,5,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,5,5,6,7,7,7,7,7,1,7,7,7,7,2,7,5,7,7,6,7,7,7,7,7,7,7,7,7,7,4,7,1,7,1,7,1,7,2,4,2,7,7,7,7,5,5,5,6,5,2,5,5,2,2,7,7,6,7,5,7,5,5,6,7,5,6,7,6,6,3,6,5,5,6,4,6,4,5,2,NA,4,"98032",3,3,3,4,NA,NA,NA,NA,NA,1,NA," ","Muckleshoot Haida","Muckleshoot & Haida",NA,NA,1,1,5,1,1,1,1,2,1,NA,2,3," ",1,47.37980652,-122.289299,-1,0,1
"210","R_2zeHVumVxpoP3iK","Default Response Set","Anonymous",NA,NA,"73.187.90.174",0,"9/24/2019 11:25","9/24/2019 11:48",1,"Qual2790-0826NativeAmerican2","5d8a5154-ad7e-ffe3-dd94-20340f20582c",NA,1402,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,3,7,5,3,3,5,5,6,6,5,5,5,6,6,6,6,6,5,3,5,7,5,7,6,5,5,5,6,7,6,7,3,5,7,6,3,7,5,5,6,7,6,6,7,6,6,6,5,7,6,7,6,5,5,5,5,6,5,6,6,7,7,7,6,7,6,6,7,6,7,7,6,1,7,4,7,5,5,6,5,6,6,6,6,7,6,6,1,5,5,2,1,5,5,7,3,7,3,5,4,7,5,6,3,4,6,6,6,5,6,4,7,6,7,7,5,4,2,NA,61,"17403",3,5,5,4,NA,NA,NA,NA,NA,1,NA," ","Cheyenne","Cheyenne",NA,NA,0,0,6,0,0,2,2,3,0,0,3,3," ",1,39.94920349,-76.80180359,-1,0,1
"1087","R_2EGdxUVcgkWabcx","Default Response Set","Anonymous",NA,NA,"76.89.19.76",0,"9/24/2019 11:50","9/24/2019 12:08",1,"Qual2790-0826NativeAmerican2","5d8a571e-7960-2f53-00be-6f340a12a10a",NA,1114,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,3,3,4,7,7,4,3,4,4,3,3,4,1,3,4,4,3,3,3,4,3,4,4,4,3,5,3,4,4,3,3,4,3,3,3,4,4,3,4,3,3,4,3,4,4,3,3,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,3,4,4,4,3,3,3,6,4,3,4,3,4,3,4,3,4,4,3,4,4,3,3,4,3,4,3,3,4,3,3,3,3,4,4,4,3,5,4,4,4,4,4,3,5,5,5,5,5,3,6,4,4,4,1,NA,47,"42301",4,3,5,1,NA,NA,1,NA,NA,NA,NA," ","cherrke","Cherokee",NA,NA,0,0,4,1,0,1,3,2,1,NA,3,2,"nothing",1,37.7519989,-87.15139771,-1,0,1
"643","R_1RFCL5cIQHWYT8R","Default Response Set","Anonymous",NA,NA,"172.58.109.105",0,"9/25/2019 14:25","9/25/2019 14:31",1,"Qual2790-0826NativeAmerican2","5d8bccee-3a9c-f78a-6d89-0f5a4e107c07",NA,383,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,2,5,6,2,7,7,7,7,5,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,4,6,6,7,7,7,7,7,7,5,7,7,7,7,4,7,7,7,7,6,7,7,7,7,7,7,7,1,1,1,4,3,5,4,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,5,6,7,5,7,7,7,6,7,7,7,7,7,4,6,6,5,6,6,6,6,6,6,7,6,7,6,6,1,NA,14,"78218",5,3,2,1,NA,NA,1,NA,NA,NA,NA," ","Schoreke","Cherokee",NA,NA,NA,1,2,1,1,1,1,1,1,NA,2,1,"Is good",1,29.38310242,-98.39600372,-1,0,1
"521","R_2S2ptLZ7B72Ko2S","Default Response Set","Anonymous",NA,NA,"67.81.160.2",0,"9/25/2019 16:56","9/25/2019 17:04",1,"Qual2790-0826NativeAmerican2","5d8bf060-39af-6458-a1ce-d99ec935587e",NA,495,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,5,2,5,5,5,4,4,4,4,4,6,7,7,4,7,7,7,6,3,6,6,3,4,3,5,7,6,5,4,2,4,6,7,7,7,6,6,5,5,4,4,4,4,7,4,4,7,7,7,5,5,4,6,5,5,4,4,7,7,6,4,7,7,5,7,7,7,7,6,6,7,6,6,6,5,7,7,4,7,6,4,7,6,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,3,6,6,5,4,4,3,5,2,4,4,6,3,6,4,3,7,1,NA,41,"7110",2,3,1,5,NA,NA,1,NA,NA,1,NA," ","Lenape","Lenape",NA,NA,1,0,3,0,0,1,3,3,1,NA,3,3,"Easy to understand survey Thanks",1,40.8822937,-74.21520233,-1,0,1
"450","R_tJtwkYOFLimeIrT","Default Response Set","Anonymous",NA,NA,"107.77.226.71",0,"10/14/2019 19:10","10/14/2019 19:35",1,"Qual2790-0826NativeAmerican2","5da51c63-dc23-7438-5306-25b135587d6c",NA,1460,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,6,2,1,7,7,7,7,7,5,7,4,1,2,6,6,1,4,6,6,6,6,6,6,6,6,3,3,3,5,5,3,4,6,6,4,6,6,6,6,5,7,2,6,6,7,6,2,5,6,5,6,6,3,6,6,5,6,7,6,5,6,7,2,6,2,6,1,7,1,7,4,4,3,5,6,2,5,7,3,7,1,1,3,2,3,5,2,3,4,2,6,2,4,2,4,5,6,4,4,4,6,5,3,7,5,4,5,4,6,4,6,2,NA,24,"14091",5,4,1,3,NA,NA,NA,NA,NA,1,NA," ","Seneca","Seneca",NA,NA,0,1,6,1,1,1,4,2,1,NA,4,2," ",1,40.75469971,-73.96140289,-1,0,1
"324","R_3iUcfCgwT9UgOa8","Default Response Set","Anonymous",NA,NA,"172.58.45.201",0,"9/25/2019 13:28","9/25/2019 13:39",1,"Qual2790-0826NativeAmerican2","5d8bbf93-0bc3-8a9a-f9c5-c33a5ad60aef",NA,653,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,7,7,7,7,7,7,2,6,7,7,4,6,7,1,7,6,7,6,6,7,6,4,6,1,6,5,6,6,7,7,7,6,6,7,7,7,7,7,7,1,7,7,7,7,6,6,7,7,6,6,6,7,7,7,7,7,7,6,7,7,1,7,1,7,1,7,1,7,4,6,4,5,7,1,4,7,7,7,1,1,7,5,1,3,1,5,7,7,7,3,2,6,4,5,7,4,6,5,5,5,4,5,4,5,5,6,5,5,6,1,NA,32,"98105",4,4,1,6,NA,NA,1,NA,NA,1,NA," ","Lummi","Lummi",NA,NA,1,1,5,1,1,1,3,2,0,0,2,3," ",1,47.68589783,-122.2994003,-1,0,1
"649","R_CadeLQ7B0PYryQV","Default Response Set","Anonymous",NA,NA,"107.77.165.11",0,"9/24/2019 15:48","9/24/2019 16:10",1,"Qual2790-0826NativeAmerican2","5d8a8f15-d86c-5a5f-acde-c5e360c68c74",NA,1341,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,4,4,4,6,5,4,4,4,4,4,5,6,3,6,4,4,3,4,3,4,7,2,5,6,4,6,5,6,6,4,6,1,7,7,1,7,6,6,6,6,6,6,6,6,6,4,7,2,7,6,7,6,5,5,6,6,5,5,7,7,6,6,6,5,6,5,6,7,4,6,2,6,1,7,1,7,5,4,6,5,6,4,4,6,6,5,3,1,4,4,4,4,4,5,6,3,4,4,4,2,1,3,4,5,2,3,3,4,1,4,4,4,1,1,4,1,1,2,NA,48,"82072",3,4,5,4,NA,NA,NA,NA,NA,NA,1,"multi nationality","chiricahua Apache  Cherokee","Cherokee & Apache & Chiricahua",NA,NA,0,0,1,0,0,2,3,2,0,0,3,3,"it ws s delight to b ask questions on native Americans ty",1,34.05439758,-118.2440033,-1,0,1
"843","R_3HJI9gGdohF2olb","Default Response Set","Anonymous",NA,NA,"172.58.71.110",0,"9/25/2019 14:02","9/25/2019 14:23",1,"Qual2790-0826NativeAmerican2","5d8bc7b0-0481-29fb-9fcd-5308afeae9e4",NA,1301,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,1,6,2,4,7,6,1,6,6,1,1,2,2,6,4,6,6,4,3,2,5,4,4,6,4,7,7,6,6,4,5,2,5,4,6,6,6,6,6,5,4,4,6,4,2,2,5,2,6,5,6,5,3,5,6,6,6,6,5,6,6,4,7,4,4,4,4,4,6,7,2,7,1,7,1,7,5,2,4,5,6,2,5,7,7,6,1,1,2,2,1,6,2,2,1,1,7,1,1,4,4,3,5,4,3,4,2,4,2,5,1,4,5,4,6,3,4,1,NA,25,"74081",3,5,1,2,NA,NA,NA,NA,NA,1,NA," ","Delaware cherrakee","Cherokee",NA,NA,1,1,4,1,1,1,4,2,1,NA,4,2,"No",1,37.70759583,-97.36370087,-1,0,1
"95","R_1n2crNb1IKUevXo","Default Response Set","Anonymous",NA,NA,"174.223.142.191",0,"10/25/2019 11:31","10/25/2019 11:51",1,"Qual2790-0826NativeAmerican2","5db33176-8bfd-affb-bc12-2e3c504287d0",NA,1194,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,2,2,4,2,4,6,1,2,4,4,2,2,2,2,7,4,2,2,6,2,5,6,2,2,2,4,6,6,6,6,4,6,2,6,3,4,4,2,3,6,7,4,6,7,4,4,6,7,2,7,6,6,7,6,6,6,7,6,6,6,7,6,3,7,5,7,6,4,7,4,6,7,6,2,3,4,4,6,4,6,1,4,5,2,6,6,6,2,2,2,2,2,2,1,5,5,5,5,2,2,2,6,4,4,6,4,4,4,4,1,6,3,1,1,2,3,4,2,2,NA,27,"35974",2,2,1,2,NA,NA,1,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,3,1,1,1,3,1,1,NA,3,3," ",1,32.38340759,-86.24340057,-1,0,1
"336","R_2qdF6JYt6PNEbAR","Default Response Set","Anonymous",NA,NA,"24.245.24.73",0,"9/25/2019 19:17","9/25/2019 19:33",1,"Qual2790-0826NativeAmerican2","5d8c118a-0a58-ef91-6d6b-e120239b6b1d",NA,968,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,3,2,3,6,5,5,3,3,3,3,5,6,6,6,3,5,5,5,6,5,5,3,5,5,5,6,6,6,6,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,6,3,6,5,5,6,3,6,5,6,5,5,5,6,3,6,6,6,6,6,6,6,4,5,2,6,2,6,4,6,3,6,4,5,6,2,4,6,6,6,2,2,2,2,2,2,2,5,5,3,5,2,4,5,5,4,5,5,6,4,4,5,3,5,4,5,3,6,5,4,4,2,NA,8,"55304",3,3,6,2,NA,NA,NA,NA,NA,1,NA," ","Minnesota Ojibwe Tribe","Ojibwe",NA,NA,1,1,5,1,1,1,3,2,1,NA,2,2," ",1,45.17010498,-93.19129944,-1,0,1
"679","R_3hEWJalKzDvP90c","Default Response Set","Anonymous",NA,NA,"74.130.139.181",0,"9/24/2019 10:52","9/24/2019 11:13",1,"Qual2790-0826NativeAmerican2","5d8a49b3-177f-1835-b223-6d65aff62f40",NA,1263,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,6,4,5,6,5,4,2,5,2,3,6,5,5,7,5,6,5,3,6,5,3,3,6,5,2,6,6,6,6,5,5,3,6,6,6,6,6,6,3,6,6,6,6,7,2,3,7,2,7,7,7,5,6,6,5,6,2,6,3,6,3,6,7,6,6,5,6,7,6,6,6,6,2,7,2,7,6,3,6,2,6,2,3,6,6,6,2,2,2,2,2,5,6,2,3,2,5,2,4,3,1,1,4,2,2,1,2,1,1,4,1,1,1,2,5,3,2,2,NA,49,"47172",5,2,5,3,NA,NA,1,NA,NA,1,NA," ","Arapaho","Arapaho",NA,NA,0,0,1,0,1,1,3,3,0,0,4,3,"My Great Grandmother was a full blood Arapaho Indian. She marries an Irishman.  My Mothers ancestors were also Native American from the Comanche tribe.",1,38.45680237,-85.66059875,-1,0,1
"469","R_1gvIWDMRWYEesGn","Default Response Set","Anonymous",NA,NA,"172.13.139.123",0,"10/25/2019 19:41","10/25/2019 19:55",1,"Qual2790-0826NativeAmerican2","5db3a435-a6af-7bae-73ad-1cb8c3405778",NA,828,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,7,7,7,2,1,2,1,7,7,4,6,7,6,7,7,7,7,1,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,6,7,6,7,1,1,2,1,2,3,1,6,7,6,6,6,6,5,3,4,6,4,4,4,3,3,3,5,4,4,5,3,5,4,3,2,NA,24,"72223",5,2,1,3,NA,NA,NA,NA,NA,1,NA," ","Six Nations",NA,NA,NA,1,1,5,1,1,1,2,2,1,NA,2,3," ",1,34.79020691,-92.50440216,-1,0,1
"375","R_3KGWYlS5J8ZAlLp","Default Response Set","Anonymous",NA,NA,"104.1.182.79",0,"10/14/2019 20:39","10/14/2019 20:49",1,"Qual2790-0826NativeAmerican2"," ",NA,558,TRUE," "," "," "," ","e3a5ae7e-8c69-33e5-48fe-988e04f732b3",NA,NA,1," ","{Invalid Expression}",4,2,2,4,2,4,4,4,4,4,2,3,5,5,6,6,5,4,3,5,5,4,4,4,3,4,4,5,4,4,3,5,3,2,5,5,5,5,3,5,3,3,3,4,5,5,5,3,5,5,5,5,5,5,4,4,3,5,3,4,3,3,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,3,4,4,3,4,3,3,4,2,4,3,2,3,4,3,3,4,3,4,3,4,2,3,3,3,3,3,3,2,NA,30,"62010",5,3,1,4,NA,NA,1,NA,NA,1,NA," ","Naviho","Navajo",NA,NA,0,0,1,0,0,2,3,3,0,0,3,3," ",1,38.90870667,-90.15679932,-1,0,1
"497","R_2Sp3Y6KlhkS84Cv","Default Response Set","Anonymous",NA,NA,"65.96.134.37",0,"9/24/2019 10:49","9/24/2019 11:32",1,"Qual2790-0826NativeAmerican2","5d8a48f3-ebf5-ff57-93ef-f963afafd9e1",NA,2606,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,3,4,7,6,5,4,5,3,5,4,4,5,6,1,5,2,1,1,2,5,4,1,5,3,6,5,7,4,2,5,2,6,5,5,5,3,7,2,2,2,2,5,4,2,5,4,2,6,5,5,7,4,1,2,2,5,7,5,5,5,3,3,5,4,3,3,5,6,2,2,2,4,4,4,4,5,2,2,2,4,5,4,4,4,3,5,4,2,5,5,5,4,5,4,4,4,6,4,3,1,1,2,7,2,2,1,1,1,2,1,1,1,1,4,1,1,1,NA,23,"1020",3,2,7,3,NA,NA,NA,NA,NA,1,1,"French Canadian","wompanoag","Wompanoag",NA,NA,0,0,4,0,0,1,3,3,0,0,3,3," ",1,42.20199585,-72.62619781,-1,0,1
"428","R_3KVj5N4msZs2xu4","Default Response Set","Anonymous",NA,NA,"47.223.120.73",0,"9/24/2019 12:04","9/24/2019 12:21",1,"Qual2790-0826NativeAmerican2","5d8a5a54-070a-041c-328d-2c38024c00de",NA,1023,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,4,4,5,3,6,2,4,2,2,3,4,3,5,6,6,5,3,3,3,3,5,3,1,4,7,6,7,5,4,5,3,4,4,5,5,4,4,3,4,4,4,6,5,4,4,5,4,7,4,5,5,4,5,5,6,5,4,4,5,4,3,6,4,4,4,1,5,5,4,7,6,2,6,2,6,6,4,6,2,3,6,1,4,2,4,3,3,1,2,6,4,5,4,3,4,4,4,2,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,3,1,1,2,NA,40,"75647",2,5,3,2,NA,NA,1,NA,NA,NA,NA," ","prefer not to say",NA,NA,NA,0,0,1,0,0,1,4,3,0,0,3,3," ",1,32.55589294,-94.93199921,-1,0,1
"209","R_1rj2bmnOfDwWN8V","Default Response Set","Anonymous",NA,NA,"174.253.140.71",0,"9/25/2019 13:20","9/25/2019 13:29",1,"Qual2790-0826NativeAmerican2","5d8bbdab-6aec-89c3-2735-f7b8383b5524",NA,524,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,7,7,7,7,3,5,3,7,7,5,5,5,7,3,5,6,3,5,6,6,4,3,3,4,5,3,3,2,5,5,5,4,3,5,4,5,2,2,5,4,4,3,4,5,5,5,5,4,3,4,4,4,4,5,5,3,5,3,4,5,4,2,5,3,6,3,7,6,2,4,2,3,4,5,3,4,5,3,5,4,6,3,5,5,4,3,7,3,4,5,3,6,5,7,5,7,5,6,5,4,3,7,4,6,5,7,5,6,5,5,3,5,4,3,4,4,5,2,NA,12,"37327",3,4,1,4,NA,NA,1,NA,NA,1,NA," ","Cheyenne","Cheyenne",NA,NA,0,0,4,1,1,2,4,2,0,0,3,3," ",1,35.06149292,-81.64910126,-1,0,1
"817","R_3kFhwNpo535sh0T","Default Response Set","Anonymous",NA,NA,"47.18.105.62",0,"9/20/2019 20:15","9/20/2019 20:35",1,"Qual2790-0826NativeAmerican2","5d85878f-806c-6849-b1c7-e6802656dc3d",NA,1165,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,4,4,5,7,7,7,7,7,7,4,1,7,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,50,"7102",6,1,1,1,NA,NA,1,NA,NA,NA,NA," ","Cherokee","Cherokee",NA,NA,1,1,3,1,1,1,2,2,0,0,2,2,"No",1,40.5802002,-74.35939789,-1,0,1
"819","R_2Y2NoGezmRxWWJA","Default Response Set","Anonymous",NA,NA,"99.203.143.19",0,"9/19/2019 10:08","9/19/2019 11:27",1,"Qual2790-0826NativeAmerican2","5d83a7cd-b753-5ecf-f2c0-cd7314fb1eec",NA,4718,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,7,1,7,7,1,1,6,1,1,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,6,7,7,7,7,7,7,1,7,6,7,7,7,7,7,6,6,6,7,7,7,6,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,2,7,4,4,3,5,5,3,7,2,7,1,7,1,7,1,7,1,7,6,3,4,7,6,6,1,2,4,6,1,4,6,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,NA,34,"46229",5,5,1,2,NA,1,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,3,NA,1,0,1,2,2,3,0,0,2,3,"No",1,41.84829712,-87.65170288,-1,0,1
"271","R_27ed1jDlYilmynI","Default Response Set","Anonymous",NA,NA,"172.58.120.161",0,"9/20/2019 20:34","9/20/2019 20:54",1,"Qual2790-0826NativeAmerican2","5d858c36-bf16-6f3d-15a0-ccbadfd064bf",NA,1214,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,5,1,7,7,1,1,4,4,7,7,4,6,7,7,7,7,5,1,1,1,4,4,5,7,5,7,7,7,7,7,5,7,6,7,7,7,7,7,6,4,4,5,7,4,4,1,7,1,7,5,7,7,1,7,7,7,7,7,7,7,7,3,7,3,5,5,6,7,1,7,1,7,1,7,1,6,3,7,1,7,7,7,4,5,4,7,1,1,1,5,1,4,7,4,4,3,7,1,4,4,1,1,1,1,1,1,1,1,1,5,4,1,1,1,6,1,1,2,NA,51,"48201",4,5,5,6,NA,1,NA,NA,NA,1,NA," ","Creek","Muscogee",NA,NA,0,0,1,0,0,2,2,2,0,0,2,3," ",1,42.35749817,-83.21620178,-1,0,1
"537","R_1NakzIUX0hkmMPJ","Default Response Set","Anonymous",NA,NA,"71.19.216.196",0,"9/24/2019 20:14","9/24/2019 20:25",1,"Qual2790-0826NativeAmerican2","5d8acd65-dc1c-ee4c-7bd1-93d18e3282dd",NA,692,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,3,4,3,6,6,4,2,3,2,2,2,4,6,4,4,4,5,3,2,1,3,4,2,2,3,7,2,7,6,5,3,2,7,7,7,7,6,7,2,2,2,2,6,5,2,2,5,2,7,5,6,4,5,4,6,5,6,6,7,6,6,2,6,2,4,2,1,3,2,7,1,5,1,7,1,7,6,2,4,2,5,5,1,6,3,2,1,1,1,2,7,4,2,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,45,"66938",3,3,5,5,NA,NA,1,NA,NA,1,NA," ","Lakota Souix","Sioux",NA,NA,0,0,1,0,0,1,3,3,0,0,3,3,"good job",1,39.57580566,-97.40799713,-1,0,1
"205","R_dg05XMbdslH3Ihr","Default Response Set","Anonymous",NA,NA,"73.218.186.248",0,"9/25/2019 15:10","9/25/2019 15:24",1,"Qual2790-0826NativeAmerican2","5d8bd76f-bcd0-ccd4-1ddf-7135f233d821",NA,850,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,4,2,7,6,4,2,4,4,2,2,4,7,7,6,6,6,1,1,1,1,4,7,7,7,6,7,7,7,6,7,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,1,7,1,7,1,7,1,7,4,6,4,5,7,6,7,5,3,3,2,4,6,7,7,4,5,6,5,4,6,7,4,5,7,4,7,7,7,7,7,4,6,6,7,5,5,5,6,2,NA,24,"2740",3,4,2,1,NA,NA,NA,NA,NA,1,NA," ","Cherrokee","Cherokee",NA,NA,1,1,7,0,1,1,1,1,1,NA,1,1," ",1,41.63389587,-70.94059753,-1,0,1
"325","R_2OZ2PIVXPi0TajJ","Default Response Set","Anonymous",NA,NA,"143.59.211.79",0,"9/19/2019 9:58","9/19/2019 10:16",1,"Qual2790-0826NativeAmerican2","5d83a55a-3503-9b74-3230-80e88c847cef",NA,1099,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,5,1,4,3,3,2,2,2,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,5,5,4,4,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,6,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,38,"31903",3,3,2,2,NA,NA,1,NA,NA,NA,NA," ","M/a",NA,NA,NA,3,NA,4,1,0,2,2,2,0,0,2,2," ",1,32.478302,-84.89849854,-1,0,1
"956","R_2Cvr6ryZFyCUvYU","Default Response Set","Anonymous",NA,NA,"174.194.38.191",0,"10/24/2019 18:41","10/24/2019 18:54",1,"Qual2790-0826NativeAmerican2","5db244a3-6195-2bff-f408-f88ac6e7b265",NA,731,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,2,6,7,2,3,3,2,1,7,5,7,6,7,6,5,5,2,3,2,2,5,5,5,4,5,5,6,5,4,4,3,6,5,6,6,5,5,6,5,6,6,6,6,6,4,6,2,7,5,6,5,2,4,6,6,6,5,6,6,4,6,6,6,6,4,6,6,1,6,1,6,1,7,2,6,6,5,5,4,6,2,5,6,6,6,2,2,2,6,2,6,2,2,4,2,5,2,2,4,3,3,5,2,3,2,2,3,3,4,4,1,1,1,5,2,1,2,NA,3,"28579",3,3,2,4,NA,NA,1,NA,NA,1,NA," ","cherokee","Cherokee",NA,NA,0,0,2,0,1,2,3,3,0,0,3,3,"No, thank you.",1,35.08369446,-80.66459656,-1,0,1
"328","R_xl5W2srh2rmPXcB","Default Response Set","Anonymous",NA,NA,"71.34.135.245",0,"9/25/2019 19:44","9/25/2019 20:02",1,"Qual2790-0826NativeAmerican2","5d8c150c-98a3-edf3-a53a-a2fa098d98dd",NA,1056,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,7,1,7,7,2,3,7,3,5,3,7,6,6,7,5,6,5,5,3,5,5,1,7,7,7,7,7,6,7,7,7,5,4,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,7,1,7,2,7,7,7,5,5,7,1,6,7,6,7,4,2,7,7,4,2,3,7,7,7,7,6,3,4,7,5,7,5,7,7,7,7,3,7,7,7,7,6,7,4,7,2,NA,21,"23181",4,2,1,3,NA,NA,NA,NA,NA,1,NA," ","Mattaponi","Mattaponi",NA,NA,1,0,7,1,0,1,4,2,1,NA,3,1," ",1,38.94880676,-104.7677002,-1,0,1
